source_id,source_type,publication_date,effective_date,index_scope,event_kind,title,source_url,source_authority,raw_relative_path,raw_sha256,retrieved_at,acquisition_status,verification_note
taiwanindex_technical_notice_index,OFFICIAL_RENDERED_INDEX_CAPTURE,,,FTSE_TWSE_TAIWAN_INDEX_SERIES,SOURCE_INDEX,Taiwan Index Plus technical-notice archive,https://taiwanindex.com.tw/downloads/technical_notice?count=65535&page=1&year&month&category_id,TAIWAN_INDEX_PLUS,technical_notice_index_be44775a427bc392e612dfc599f73d2c236f8da8f05e5f15e8b0e0b61b219df4.html,be44775a427bc392e612dfc599f73d2c236f8da8f05e5f15e8b0e0b61b219df4,2026-09-11T09:39:21.332Z,RAW_CAPTURED,Rendered official archive index captured with all rows visible; linked documents remain pending retrieval.
technical_notice_1205,OFFICIAL_TECHNICAL_NOTICE,2026-03-19,,FTSE_TWSE_TAIWAN_INDEX_SERIES,INTERIM_OR_EXTRAORDINARY_CANDIDATE,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列成分股變動：旺宏納入成分股延期,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/1205/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_1206,OFFICIAL_TECHNICAL_NOTICE,2026-03-19,,FTSE_TWSE_TAIWAN_INDEX_SERIES,INTERIM_OR_EXTRAORDINARY_CANDIDATE,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列成分股變動：欣興納入刪除成分股延期,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/1206/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_1199,OFFICIAL_TECHNICAL_NOTICE,2026-03-06,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股定期審核結果,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/1199/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_1173,OFFICIAL_TECHNICAL_NOTICE,2025-12-23,,FTSE_TWSE_TAIWAN_INDEX_SERIES,INTERIM_OR_EXTRAORDINARY_CANDIDATE,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列成分股變動：南亞科納入刪除成分股,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/1173/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_1170,OFFICIAL_TECHNICAL_NOTICE,2025-12-16,,FTSE_TWSE_TAIWAN_INDEX_SERIES,INTERIM_OR_EXTRAORDINARY_CANDIDATE,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列成分股變動：南亞科納入刪除成分股延期,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/1170/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_1156,OFFICIAL_TECHNICAL_NOTICE,2025-12-05,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股審核,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/1156/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_1113,OFFICIAL_TECHNICAL_NOTICE,2025-09-15,,FTSE_TWSE_TAIWAN_INDEX_SERIES,INTERIM_OR_EXTRAORDINARY_CANDIDATE,臺灣證券交易所與富時羅素有限公司合編之臺灣指數系列指數成分股變動：永豐金融控股股份有限公司合併京城商業銀行股份有限公司,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/1113/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_1105,OFFICIAL_TECHNICAL_NOTICE,2025-09-05,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股審核,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/1105/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_1108,OFFICIAL_TECHNICAL_NOTICE,2025-09-05,,FTSE_TWSE_TAIWAN_INDEX_SERIES,INTERIM_OR_EXTRAORDINARY_CANDIDATE,臺灣證券交易所與富時羅素有限公司合編之臺灣指數系列指數成分股變動：永豐金融控股股份有限公司合併京城商業銀行股份有限公司,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/1108/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_1085,OFFICIAL_TECHNICAL_NOTICE,2025-07-09,,FTSE_TWSE_TAIWAN_INDEX_SERIES,INTERIM_OR_EXTRAORDINARY_CANDIDATE,臺灣證券交易所與富時羅素有限公司合編之臺灣指數系列指數成分股變動：台新金融控股股份有限公司合併新光金融控股股份有限公司,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/1085/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_1082,OFFICIAL_TECHNICAL_NOTICE,2025-07-04,,FTSE_TWSE_TAIWAN_INDEX_SERIES,INTERIM_OR_EXTRAORDINARY_CANDIDATE,臺灣證券交易所與富時羅素有限公司合編之臺灣指數系列指數成分股變動：台新金融控股股份有限公司合併新光金融控股股份有限公司,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/1082/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_1055,OFFICIAL_TECHNICAL_NOTICE,2025-06-06,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股定期審核結果,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/1055/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_1002,OFFICIAL_TECHNICAL_NOTICE,2025-03-07,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股定期審核結果,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/1002/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_976,OFFICIAL_TECHNICAL_NOTICE,2024-12-24,,FTSE_TWSE_TAIWAN_INDEX_SERIES,INTERIM_OR_EXTRAORDINARY_CANDIDATE,"臺灣證券交易所與富時國際有限公司合編之臺灣指數系列成分股變動：AES Holding Co., Ltd.納入指數成分股",https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/976/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_974,OFFICIAL_TECHNICAL_NOTICE,2024-12-19,,FTSE_TWSE_TAIWAN_INDEX_SERIES,INTERIM_OR_EXTRAORDINARY_CANDIDATE,"臺灣證券交易所與富時國際有限公司合編之臺灣指數系列成分股變動：AES Holding Co., Ltd.納入成分股延期",https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/974/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_961,OFFICIAL_TECHNICAL_NOTICE,2024-12-06,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股定期審核結果,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/961/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_918,OFFICIAL_TECHNICAL_NOTICE,2024-09-06,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股定期審核結果,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/918/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_883,OFFICIAL_TECHNICAL_NOTICE,2024-06-07,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股定期審核結果,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/883/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_834,OFFICIAL_TECHNICAL_NOTICE,2024-03-01,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股定期審核結果,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/834/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_800,OFFICIAL_TECHNICAL_NOTICE,2023-12-01,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股定期審核結果,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/800/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_764,OFFICIAL_TECHNICAL_NOTICE,2023-09-01,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股審核,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/764/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_719,OFFICIAL_TECHNICAL_NOTICE,2023-06-03,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股審核,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/719/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_683,OFFICIAL_TECHNICAL_NOTICE,2023-03-04,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股審核,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/683/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_654,OFFICIAL_TECHNICAL_NOTICE,2022-12-03,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股審核,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/654/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_629,OFFICIAL_TECHNICAL_NOTICE,2022-09-03,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股審核,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/629/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_604,OFFICIAL_TECHNICAL_NOTICE,2022-06-03,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股審核,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/604/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_569,OFFICIAL_TECHNICAL_NOTICE,2022-03-05,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股審核,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/569/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_554,OFFICIAL_TECHNICAL_NOTICE,2021-12-20,,FTSE_TWSE_TAIWAN_INDEX_SERIES,INTERIM_OR_EXTRAORDINARY_CANDIDATE,臺灣證券交易所與富時羅素有限公司合編之臺灣指數系列指數成分股變動：國巨股份有限公司併購奇力新電子股份有限公司,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/554/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_545,OFFICIAL_TECHNICAL_NOTICE,2021-12-16,,FTSE_TWSE_TAIWAN_INDEX_SERIES,INTERIM_OR_EXTRAORDINARY_CANDIDATE,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列指數成分股變動(接續)：中華開發金融控股股份有限公司併購中國人壽保險股份有限公司,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/545/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_541,OFFICIAL_TECHNICAL_NOTICE,2021-12-04,,FTSE_TWSE_TAIWAN_INDEX_SERIES,INTERIM_OR_EXTRAORDINARY_CANDIDATE,臺灣證券交易所與富時羅素有限公司合編之臺灣指數系列及臺灣高股息指數成分股變動：中華開發金融控股股份有限公司併購中國人壽保險股份有限公司,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/541/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_540,OFFICIAL_TECHNICAL_NOTICE,2021-12-04,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股審核,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/540/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_511,OFFICIAL_TECHNICAL_NOTICE,2021-09-04,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股審核,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/511/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_489,OFFICIAL_TECHNICAL_NOTICE,2021-06-05,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股審核,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/489/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_464,OFFICIAL_TECHNICAL_NOTICE,2021-03-06,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股審核,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/464/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_450,OFFICIAL_TECHNICAL_NOTICE,2021-01-05,,FTSE_TWSE_TAIWAN_INDEX_SERIES,INTERIM_OR_EXTRAORDINARY_CANDIDATE,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列成分股變動：刪除鎧勝控股有限公司,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/450/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_443,OFFICIAL_TECHNICAL_NOTICE,2020-12-18,,FTSE_TWSE_TAIWAN_INDEX_SERIES,INTERIM_OR_EXTRAORDINARY_CANDIDATE,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列成分股變動：富采投資控股股份有限公司反向收購晶元光電股份有限公司及隆達電子股份有限公司,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/443/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_432,OFFICIAL_TECHNICAL_NOTICE,2020-12-04,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股審核,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/432/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_414,OFFICIAL_TECHNICAL_NOTICE,2020-09-05,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列成分股審核,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/414/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_404,OFFICIAL_TECHNICAL_NOTICE,2020-07-03,,FTSE_TWSE_TAIWAN_INDEX_SERIES,INTERIM_OR_EXTRAORDINARY_CANDIDATE,臺灣證券交易所與富時羅素有限公司合編之臺灣指數系列成分股變動：大同股份有限公司成分股刪除,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/404/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_389,OFFICIAL_TECHNICAL_NOTICE,2020-06-06,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數定期審核,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/389/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_358,OFFICIAL_TECHNICAL_NOTICE,2020-03-07,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列成分股審核,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/358/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
technical_notice_340,OFFICIAL_TECHNICAL_NOTICE,2019-12-07,,FTSE_TWSE_TAIWAN_INDEX_SERIES,REGULAR_REVIEW,臺灣證券交易所與富時國際有限公司合編之臺灣指數系列及臺灣高股息指數成分股審核,https://backend.taiwanindex.com.tw/api/downloadFile/TechnicalNotices/340/tw,TAIWAN_INDEX_PLUS,,,2026-09-11T09:39:21.332Z,DISCOVERED_NOT_RETRIEVED,Document content/effective date not normalized; cannot establish membership.
