symbol,source,price_policy,raw_policy,trading_date_policy,rows_received,first_date,last_date_before_as_of_clip,cache_sha256,mops_network_request
2344,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,c2cfb4127f8bb1162ba8627f047547a9d641e525b7546156a86ce65be70b02b3,False
2345,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,c41baf77e8a5a1203263c7527427347b3168251fc49ae9ab4aa8845ea7b54b17,False
2357,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,b698834c665521cb52892b448c7f622e7bfc166aef1c0a26f7b5e9715c95db61,False
2360,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,1982023ea348ec08090a005e5736d91b39b8b03f67f493db11feaa0de1e50dc9,False
2368,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,658393ba96922194955cca8439e2b0a86de76ab39578740317e096af5b674b32,False
2382,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,9acef4dc7f188ba70b83c7b57578ee34ed29ae1ceaf939412cb07b44e7269a2f,False
2383,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,c1f135d6b0dd0dad6c5b967a61a7b8e1288ce5bf00285b89b599ce289689de1f,False
2395,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,c50c46e2befd53baa14fea7c17e618ce93533bb0dd836a19b1c97b9e285db52e,False
2408,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,be436caf13a56a48f207ac726bbfd12d36664971e58c399726d677e924658511,False
2412,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,2cfc2aaff588935c19fae3ca393450afd83e14a44aad9dfec5b76930090c7b20,False
2449,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,7270f5852ee6cdf14473a10a26261b2eccfb76592236d630b1b32ee2487409e6,False
2454,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,47587912f4b5fc22ed71ba8a85230130e38dbc5b0e073425412b937b14bfcd46,False
2603,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,40c6ef2e770252ca45c15cf52c59792eff1144fc3507ce91eb7101dbadc86b8d,False
3008,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,e962dc98886ec40b070c8aa748b9c5056bfd04250cf72b28626abf5893cee800,False
3017,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,c6dd2bf606c9d2866872f2fa05df92620e8b4f59a06677e5e78aa4af6bd67486,False
3037,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,07afc98469e9aecb80d672cfe64b646ac058db9475ecb6e54fb2451001b64dce,False
3045,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,b5e67ad32bcdf7f5a9ce6b09f52777c1989e31243deef646dc2d7cf8602d25c8,False
3231,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,7d8c8175fc8daf7eeb0c1a51fa5da7690ba77ab5e62d5ef0e370bb0806776e0f,False
3443,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,7ad4068789cbc6b2f39acfa45161c3714181e453867130635cc866f8654e152c,False
3653,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,174c75541f224b15e4d3c777e7dc3175530e0660a7a70e613aad113f4917b53c,False
3661,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,aeb6b13a328265bf723c328ec7cc33a9b1f95990e562557c6c3c578359063af5,False
3665,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,a5241ff5407bd51d65d43b92f93f6c1c57761b5f3a97a5259d3751e5ef91378a,False
3711,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,962bafc2eb6deb62961690790da957b13f61f314e44149ba60a4bd649004380a,False
4904,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,d27e38da81c101a965eb84f7b3acee065d36913199655a4f4984abb03443204f,False
4958,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,7e3844b74b76f754565937c17c33510febb559cab972e5f32bde0337581f7f6b,False
6505,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,7cef0a321f53650b76313b9bddf6cc24b2b2ecf0ed22d183df027d33f958a39f,False
6669,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2142,2017-11-13,2026-09-04,f91816a8437594fb154fa8298fd12e2f2d892c0e0b059a4806c172fee3b2a2da,False
7769,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,449,2024-11-01,2026-09-04,03407aeeaec07e5fe554be075dab55a479ab40002bcefc2eb2c8bde396c0493b,False
8046,Yahoo Finance chart API via existing return-source adapter,ADJUSTED_CLOSE,Raw close retained in local ignored cache; not used for Stage B returns,EXACT_COMMON_TWSE_DATE,2594,2016-01-04,2026-09-04,fec6102fbbaa3df2549769e728e24cb297b43add9179cd02853e75e0032322bd,False
